GCA000405945	Bacteria	Omnitrophota	Omnitrophia	Omnitrophales	Omnitrophaceae	Omnitrophus	Omnitrophus fodinae
GCA000406005	Bacteria	Poribacteria	WGA-4E	WGA-4E	WGA-3G	WGA-3G	WGA-3G sp000406005
GCA000413015	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	Treponema_D paredis
GCA000415185	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_B	Enterococcus_B faecalis_A
GCA000415965	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Haloquadratum	Haloquadratum walsbyi_A
GCA000416005	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Haloquadratum	Haloquadratum sp000416005
GCA000416085	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halovenus	Halovenus sp000416085
GCA000416275	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Balneatricaceae	Rs1	Rs1 sp000416275
GCA000416315	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Balneatricaceae	Rs1	Rs1 sp000416315
GCA000419465	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Fonsibacter	Fonsibacter sp000419465
GCA000419545	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter_A	Pelagibacter_A ubique_B
GCA000421005	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Onthomonas	Onthomonas sp000421005
GCA000421045	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	NK4A136	NK4A136 sp000421045
GCA000421065	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Edaphobacter	Edaphobacter sp000421065
GCA000421085	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium sp000421085
GCA000421325	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	Marisalimonadaceae	Marisalimonas	Marisalimonas sp000421325
GCA000424365	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	NK4A144	NK4A144 sp000424365
GCA000430305	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mitis_AW
GCA000431015	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp000431015
GCA000431075	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	F23-B02	F23-B02 sp000431075
GCA000431135	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	CAG-590	CAG-590 sp000431135
GCA000431155	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Paramuribaculum sp000431155
GCA000431215	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-1031	CAG-1031 sp000431215
GCA000431235	Bacteria	Bacillota	Bacilli	ML615J-28	CAG-698	CAG-698	CAG-698 sp000431235
GCA000431315	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Scatousia	Scatousia sp000431315
GCA000431335	Bacteria	Bacillota	Clostridia	TANB77	CAG-508	CAG-269	CAG-269 sp000431335
GCA000431495	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	CAG-791	CAG-791 sp000431495
GCA000431515	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	CAG-632	CAG-632 sp000431515
GCA000431795	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-302	CAG-302 sp000431795
GCA000431815	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Butyrivibrio_A	Butyrivibrio_A sp000431815
GCA000431835	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinivibrio	Succinivibrio sp000431835
GCA000431975	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000431975
GCA000432015	Bacteria	Bacillota	Clostridia	Christensenellales	CAG-138	CAG-1024	CAG-1024 sp000432015
GCA000432135	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	CAG-170 sp000432135
GCA000432155	Bacteria	Bacillota	Clostridia	Lachnospirales	CAG-274	CAG-274	CAG-274 sp000432155
GCA000432175	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	CAG-115	CAG-115 sp000432175
GCA000432255	Bacteria	Bacillota	Bacilli	RF39	UBA660	Faecisoma	Faecisoma sp000432255
GCA000432275	Bacteria	Pseudomonadota	Alphaproteobacteria	RF32	CAG-239	CAZU01	CAZU01 sp000432275
GCA000432335	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Oliverpabstia	Oliverpabstia sp000432335
GCA000432435	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	Fimenecus	Fimenecus sp000432435
GCA000432515	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp000432515
GCA000432575	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-762	CAG-762 sp000432575
GCA000432595	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-710	CAG-710 sp000432595
GCA000432735	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp000432735
GCA000432775	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Coprenecus	Coprenecus sp000432775
GCA000432835	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-417	CAG-417 sp000432835
GCA000432855	Bacteria	Bacillota	Bacilli	RF39	UBA660	Coprosoma	Coprosoma sp000432855
GCA000432895	Bacteria	Bacillota	Bacilli	RFN20	CAG-449	CAG-449	CAG-449 sp000432895
GCA000432915	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	CAG-194	CAG-194 sp000432915
GCA000432995	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacter	Acutalibacter sp000432995
GCA000433035	Bacteria	Bacillota	Bacilli	ML615J-28	CAG-313	CAG-313	CAG-313 sp000433035
GCA000433095	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Stercorousia	Stercorousia sp000433095
GCA000433115	Bacteria	Bacillota	Clostridia	Oscillospirales	CAG-382	UBA1206	UBA1206 sp000433115
GCA000433135	Bacteria	Bacillota	Clostridia	TANB77	CAG-465	CAG-465	CAG-465 sp000433135
GCA000433255	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-605	CAG-605 sp000433255
GCA000433315	Bacteria	Bacillota	Bacilli	RFN20	CAG-288	CAG-345	CAG-345 sp000433315
GCA000433335	Bacteria	Bacillota	Clostridia	TANB77	CAG-465	CAG-465	CAG-465 sp000433335
GCA000433355	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp000433355
GCA000433415	Bacteria	Bacillota	Clostridia	Oscillospirales	CAG-272	CAG-448	CAG-448 sp000433415
GCA000433455	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-877	CAG-877 sp000433455
GCA000433475	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-605	CAG-605 sp000433475
GCA000433515	Bacteria	Bacillota	Clostridia	Oscillospirales	CAG-272	CAG-272	CAG-272 sp000433515
GCA000433535	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Dorea_D	Dorea_D sp000433535
GCA000433635	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_C	Ruminococcus_C sp000433635
GCA000433675	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-433	CAG-433 sp000433675
GCA000433735	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_F	Eubacterium_F sp000433735
GCA000433755	Bacteria	Bacillota	Clostridia	TANB77	CAG-465	CAG-465	CAG-465 sp000433755
GCA000433875	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-884	CAG-884 sp000433875
GCA000433915	Bacteria	Bacillota	Clostridia	TANB77	CAG-508	CAG-793	CAG-793 sp000433915
GCA000434015	Bacteria	Bacillota	Clostridia	TANB77	CAG-508	CAG-492	CAG-492 sp000434015
GCA000434035	Bacteria	Bacillota	Clostridia	TANB77	CAG-508	CAG-452	CAG-452 sp000434035
GCA000434055	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-488	CAG-488 sp000434055
GCA000434115	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_F	Eubacterium_F sp000434115
GCA000434175	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-611	CAG-611 sp000434175
GCA000434195	Bacteria	Bacillota	Clostridia	TANB77	CAG-508	CAG-245	CAG-245 sp000434195
GCA000434295	Bacteria	Pseudomonadota	Alphaproteobacteria	RF32	CAG-977	CAG-977	CAG-977 sp000434295
GCA000434335	Bacteria	Bacillota	Clostridia	TANB77	CAG-508	CAG-492	CAG-492 sp000434335
GCA000434395	Bacteria	Bacillota	Bacilli	RFN20	CAG-288	CAG-568	CAG-568 sp000434395
GCA000434435	Bacteria	Bacillota	Clostridia	Christensenellales	CAG-917	CAG-475	CAG-475 sp000434435
GCA000434475	Bacteria	Bacillota	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister sp000434475
GCA000434535	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp000434535
GCA000434555	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-1000	CAG-1000 sp000434555
GCA000434615	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	CAG-510	CAG-510 sp000434615
GCA000434635	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia	Faecousia sp000434635
GCA000434675	Bacteria	Bacillota	Clostridia	Christensenellales	CAG-917	CAG-1138	CAG-1138 sp000434675
GCA000434735	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp000434735
GCA000434775	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Anaerotardibacter	Anaerotardibacter sp000434775
GCA000434835	Bacteria	Bacillota	Bacilli	RF39	UBA660	Aphodocola	Aphodocola sp000434835
GCA000434915	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-488	CAG-488 sp000434915
GCA000434935	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp000434935
GCA000434995	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R sp000434995
GCA000435055	Bacteria	Bacillota	Clostridia	Christensenellales	CAG-138	PeH17	PeH17 sp000435055
GCA000435075	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp000435075
GCA000435175	Bacteria	Bacillota	Clostridia	TANB77	CAG-508	CAG-245	CAG-245 sp000435175
GCA000435195	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Negativibacillus	Negativibacillus sp000435195
GCA000435275	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-557	CAG-557 sp000435275
GCA000435335	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-964	CAG-964 sp000435335
GCA000435475	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Anaerotardibacter	Anaerotardibacter sp000435475
GCA000435495	Bacteria	Bacillota	Clostridia	Christensenellales	Pumilibacteraceae	CAG-552	CAG-552 sp000435495
GCA000435515	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-582	CAG-582 sp000435515
GCA000435535	Bacteria	Bacillota	Clostridia	TANB77	CAG-508	CAG-269	CAG-269 sp000435535
GCA000435555	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas sp000435555
GCA000435595	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	CAG-882	CAG-882 sp000435595
GCA000435615	Bacteria	Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae	CAG-238	CAG-238 sp000435615
GCA000435675	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Anaerotardibacter	Anaerotardibacter sp000435675
GCA000435715	Bacteria	Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae	Fimisoma	Fimisoma sp000435715
GCA000435755	Bacteria	Bacillota	Clostridia	TANB77	CAG-508	CAG-273	CAG-273 sp000435755
GCA000435975	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas sp000435975
GCA000436035	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000436035
GCA000436075	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Anaerotardibacter	Anaerotardibacter sp000436075
GCA000436115	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Suilimivivens	Suilimivivens sp000436115
GCA000436255	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-1193	CAG-1193 sp000436255
GCA000436475	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira sp000436475
GCA000436535	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira sp000436535
GCA000436695	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000436695
GCA000436735	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	CAG-170 sp000436735
GCA000436755	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Butyribacter	Butyribacter sp000436755
GCA000436835	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R sp000436835
GCA000436915	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000436915
GCA000436975	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-1000	CAG-1000 sp000436975
GCA000437215	Bacteria	Bacillota	Clostridia	TANB77	CAG-508	CAG-269	CAG-269 sp000437215
GCA000437235	Bacteria	Bacillota	Bacilli	RFN20	CAG-826	CAG-826	CAG-826 sp000437235
GCA000437255	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_C	Ruminococcus_C sp000437255
GCA000437275	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	CAG-411	CAG-411 sp000437275
GCA000437315	Bacteria	Bacillota	Bacilli	RF39	UBA660	UBA6448	UBA6448 sp000437315
GCA000437355	Bacteria	Bacillota	Bacilli	RF39	UBA660	Onthocola_B	Onthocola_B sp000437355
GCA000437375	Bacteria	Bacillota	Clostridia	Oscillospirales	CAG-272	CAG-841	CAG-841 sp000437375
GCA000437395	Bacteria	Bacillota	Bacilli	RFN20	CAG-288	CAG-288	CAG-288 sp000437395
GCA000437435	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Stercorousia	Stercorousia sp000437435
GCA000437495	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Lepagella	Lepagella sp000437495
GCA000437515	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	UBA10281	UBA10281 sp000437515
GCA000437555	Bacteria	Bacillota	Clostridia	Christensenellales	CAG-917	CAG-917	CAG-917 sp000437555
GCA000437595	Bacteria	Bacillota	Clostridia	Christensenellales	Aristaeellaceae	UBA11524	UBA11524 sp000437595
GCA000437675	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella sp000437675
GCA000437755	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	CAG-303	CAG-303 sp000437755
GCA000437855	Bacteria	Bacillota	Clostridia	TANB77	CAG-508	CAG-273	CAG-273 sp000437855
GCA000437895	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-914	CAG-914 sp000437895
GCA000437915	Bacteria	Bacillota	Clostridia	Christensenellales	CAG-314	CAG-314	CAG-314 sp000437915
GCA000438015	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Intestinicryptomonadaceae	Merdousia	Merdousia sp000438015
GCA000438075	Bacteria	Bacillota	Bacilli	RF39	UBA660	Onthocola_B	Onthocola_B sp000438075
GCA000438115	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella sp000438115
GCA000438155	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Suilimivivens	Suilimivivens sp000438155
GCA000438195	Bacteria	Bacillota	Bacilli	RF39	UBA660	Caccenecus	Caccenecus sp000438195
GCA000438255	Bacteria	Bacillota	Clostridia	TANB77	CAG-508	CAG-269	CAG-269 sp000438255
GCA000438295	Bacteria	Bacillota	Bacilli	RF39	UBA660	Onthousia	Onthousia sp000438295
GCA000438355	Bacteria	Bacillota	Clostridia	TANB77	CAG-508	CAG-273	CAG-273 sp000438355
GCA000438415	Bacteria	Bacillota	Bacilli	RF39	UBA660	CAG-628	CAG-628 sp000438415
GCA000447245	Bacteria	Zixibacteria	MSB-5A5	MSB-5A5	RBG-1	RBG-1	RBG-1 sp000447245
GCA000447295	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Pelatocladus	Pelatocladus sp000447295
GCA000448465	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori_CI
GCA000448565	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp000448565
GCA000449425	Bacteria	Bacillota	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Clostridioides	Clostridioides difficile_E
GCA000463075	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus plantarum_A
GCA000466585	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium_AT	Clostridium_AT sp000466585
GCA000467935	Bacteria	Bacillota	Clostridia	Tissierellales	Peptoniphilaceae	W5053	W5053 sp000467935
GCA000470055	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_D	Campylobacter_D coli_A
GCA000470535	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp000470535
GCA000471045	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Aeromicrobium sp000471045
GCA000471925	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus pickettii_A
GCA000472185	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	HIMB11	HIMB11 sp000472185
GCA000473305	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Bact-08	Bact-08 sp000473305
GCA000485475	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Ancillula	Ancillula trichonymphae
GCA000488855	Bacteria	Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae	Gallibacter	Gallibacter brachus
GCA000492175	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter sp000492175
GCA000493945	Bacteria	Hydrogenedentota	Hydrogenedentia	Hydrogenedentales	Hydrogenedentaceae	Hydrogenedens	Hydrogenedens terephthalaticus
GCA000493965	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	Aminicenantaceae	Aminicenans	Aminicenans sakinawicola
GCA000494145	Archaea	Thermoproteota	Nitrososphaeria_A	Caldarchaeales	Calditenuaceae	Calditenuis	Calditenuis sp000494145
GCA000494225	Bacteria	Calescibacteriota	Calescibacteriia	Calescibacteriales	Calescibacteriaceae	Calescibacterium	Calescibacterium nevadense
GCA000495505	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter testudinum
GCA000495735	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Acidilobaceae	Acidilobus	Acidilobus sp000495735
GCA000496135	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	GCA-000496135	GCA-000496135 sp000496135
GCA000496175	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halorubrum	Halorubrum sp000496175
GCA000496195	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	A07HB70	A07HB70 sp000496195
GCA000496215	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halonotius	Halonotius sp000496215
GCA000496235	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	J07HR59	J07HR59 sp000496235
GCA000496475	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	RS62	RS62 sp000496475
GCA000497405	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp000497405
GCA000497835	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp000497835
GCA000499765	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium sp000499765
GCA000500915	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Gemmobacter_B	Gemmobacter_B sp000500915
GCA000503195	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Blastomonas	Blastomonas sp000503195
GCA000503835	Bacteria	Patescibacteriota	WWE3	UBA101185	UBA10185	UBA8498	UBA8498 sp000503835
GCA000503875	Bacteria	Patescibacteriota	JAEDAM01	Absconditabacterales	Absconditicoccaceae	UBA5124	UBA5124 sp000503875
GCA000503915	Bacteria	Patescibacteriota	Saccharimonadia	Saccharimonadales	UBA1020	UBA1020	UBA1020 sp000503915
GCA000504425	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodopseudomonas	Rhodopseudomonas palustris_C
GCA000504625	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	AAA240-E13	AAA240-E13 sp000504625
GCA000505065	Bacteria	Patescibacteriota	Minisyncoccia	UBA9973	UBA9973	UBA8515	UBA8515 sp000505065
GCA000508305	Archaea	Thermoproteota	Thermoprotei_A	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius_A
GCA000508865	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Coprobacillaceae	Thomasclavelia	Thomasclavelia sp000508865
GCA000508965	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Dielma	Dielma sp000508965
GCA000509225	Bacteria	Pseudomonadota	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	Mf105b01	Mf105b01 sp000509225
GCA000510425	Bacteria	Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae	Hornefia	Hornefia nodata
GCA000510845	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Fonsibacter	Fonsibacter sp000510845
GCA000511875	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	HTCC2207	HTCC2207 sp000511875
GCA000512675	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Xenolissoclinum	Xenolissoclinum pacificum
GCA000513055	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	AAA240-E13	AAA240-E13 sp000513055
GCA000513075	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	AAA240-E13	AAA240-E13 sp000513075
GCA000513555	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	Oribacterium sp000513555
